customer_id,customer_name,segment,country,region,state,city,postal_code
JD-16060,Julia Dunbar,Consumer,United States,West,California,San Francisco,94109.0
JD-16150,Justin Deggeller,Corporate,United States,Central,Minnesota,Minneapolis,55407.0
JE-15475,Jeremy Ellison,Consumer,United States,East,New York,Troy,12180.0
JE-15610,Jim Epp,Corporate,United States,Central,Wisconsin,Milwaukee,53209.0
JE-15715,Joe Elijah,Consumer,United States,West,Colorado,Broomfield,80020.0
JE-15745,Joel Eaton,Consumer,United States,South,Tennessee,Memphis,38109.0
JE-16165,Justin Ellison,Corporate,United States,Central,Wisconsin,Franklin,53132.0
JF-15190,Jamie Frazer,Consumer,United States,West,California,Los Angeles,90008.0
JF-15295,Jason Fortune-,Consumer,United States,West,Washington,Seattle,98103.0
JF-15355,Jay Fein,Consumer,United States,Central,Texas,Austin,78745.0
JF-15415,Jennifer Ferguson,Consumer,United States,East,New York,New York City,10024.0
JF-15490,Jeremy Farry,Consumer,United States,West,Washington,Seattle,98105.0
JF-15565,Jill Fjeld,Consumer,United States,Central,Texas,Dallas,75081.0
JG-15115,Jack Garza,Consumer,United States,West,Washington,Des Moines,98198.0
JG-15160,James Galang,Consumer,United States,West,California,Los Angeles,90049.0
JG-15310,Jason Gross,Corporate,United States,East,Rhode Island,Providence,2908.0
JG-15805,John Grady,Corporate,United States,East,New York,New York City,10024.0
JH-15430,Jennifer Halladay,Consumer,United States,South,North Carolina,Burlington,27217.0
JH-15820,John Huston,Consumer,United States,East,Ohio,Kent,44240.0
JH-15910,Jonathan Howell,Consumer,United States,West,California,Los Angeles,90032.0
JH-15985,Joseph Holt,Consumer,United States,Central,Michigan,Saginaw,48601.0
JH-16180,Justin Hirsh,Consumer,United States,West,Colorado,Pueblo,81001.0
JJ-15445,Jennifer Jackson,Consumer,United States,West,California,Los Angeles,90004.0
JJ-15760,Joel Jenkins,Home Office,United States,South,Virginia,Springfield,22153.0
JK-15205,Jamie Kunitz,Consumer,United States,West,California,San Francisco,94122.0
JK-15325,Jason Klamczynski,Corporate,United States,Central,Texas,Dallas,75220.0
JK-15370,Jay Kimmel,Consumer,United States,West,California,Long Beach,90805.0
JK-15625,Jim Karlsson,Consumer,United States,West,Washington,Seattle,98115.0
JK-15640,Jim Kriz,Home Office,United States,East,New York,New York City,10009.0
JK-15730,Joe Kamberova,Consumer,United States,South,North Carolina,Asheville,28806.0
JK-16090,Juliana Krohn,Consumer,United States,Central,Nebraska,Omaha,68104.0
JK-16120,Julie Kriz,Home Office,United States,Central,Illinois,Aurora,60505.0
JL-15130,Jack Lebron,Consumer,United States,Central,Texas,Houston,77036.0
JL-15175,James Lanier,Home Office,United States,South,Tennessee,Columbia,38401.0
JL-15235,Janet Lee,Consumer,United States,Central,Illinois,Chicago,60623.0
JL-15505,Jeremy Lonsdale,Consumer,United States,East,New York,New York City,10035.0
JL-15835,John Lee,Consumer,United States,West,California,Mission Viejo,92691.0
JL-15850,John Lucas,Consumer,United States,East,Pennsylvania,Philadelphia,19134.0
JM-15250,Janet Martin,Consumer,United States,South,North Carolina,Charlotte,28205.0
JM-15265,Janet Molinari,Corporate,United States,East,New York,New York City,10024.0
JM-15535,Jessica Myrick,Consumer,United States,East,Pennsylvania,Philadelphia,19143.0
JM-15580,Jill Matthias,Consumer,United States,South,North Carolina,Monroe,28110.0
JM-15655,Jim Mitchum,Corporate,United States,East,New Jersey,Bridgeton,8302.0
JM-15865,John Murray,Consumer,United States,East,New York,Jamestown,14701.0
JM-16195,Justin MacKendrick,Consumer,United States,West,California,Los Angeles,90004.0
JO-15145,Jack O'Briant,Corporate,United States,East,Pennsylvania,Philadelphia,19140.0
JO-15280,Jas O'Carroll,Consumer,United States,West,California,Los Angeles,90004.0
JO-15550,Jesus Ocampo,Home Office,United States,East,Pennsylvania,Chester,19013.0
JP-15460,Jennifer Patt,Corporate,United States,East,New York,Oceanside,11572.0
JP-15520,Jeremy Pistek,Consumer,United States,West,California,San Francisco,94110.0
JP-16135,Julie Prescott,Home Office,United States,South,Georgia,Columbus,31907.0
JR-15670,Jim Radford,Consumer,United States,East,Connecticut,Middletown,6457.0
JR-15700,Jocasta Rupert,Consumer,United States,South,Florida,Jacksonville,32216.0
JR-16210,Justin Ritter,Corporate,United States,East,Ohio,Springfield,45503.0
JS-15595,Jill Stevenson,Corporate,United States,West,California,Los Angeles,90045.0
JS-15685,Jim Sink,Corporate,United States,West,California,Los Angeles,90036.0
JS-15880,John Stevenson,Consumer,United States,West,Washington,Seattle,98103.0
JS-15940,Joni Sundaresam,Home Office,United States,Central,Illinois,Park Ridge,60068.0
JS-16030,Joy Smith,Consumer,United States,Central,Texas,Houston,77036.0
JW-15220,Jane Waco,Corporate,United States,West,Washington,Vancouver,98661.0
JW-15955,Joni Wasserman,Consumer,United States,West,California,Oakland,94601.0
JW-16075,Julia West,Consumer,United States,East,Pennsylvania,Philadelphia,19140.0
KA-16525,Kelly Andreada,Consumer,United States,West,California,Ontario,91761.0
KB-16240,Karen Bern,Corporate,United States,West,California,Los Angeles,90036.0
KB-16315,Karl Braun,Consumer,United States,Central,Minnesota,Minneapolis,55407.0
KB-16405,Katrina Bavinger,Home Office,United States,West,California,Apple Valley,92307.0
KB-16585,Ken Black,Corporate,United States,Central,Nebraska,Fremont,68025.0
KB-16600,Ken Brennan,Corporate,United States,Central,Texas,Houston,77041.0
KC-16255,Karen Carlisle,Corporate,United States,West,California,San Francisco,94110.0
KC-16540,Kelly Collister,Consumer,United States,West,California,San Diego,92037.0
KC-16675,Kimberly Carter,Corporate,United States,West,Washington,Seattle,98105.0
KD-16270,Karen Daniels,Consumer,United States,South,Virginia,Springfield,22153.0
KD-16345,Katherine Ducich,Consumer,United States,West,California,San Francisco,94122.0
KD-16495,Keith Dawkins,Corporate,United States,East,New York,New York City,10009.0
KD-16615,Ken Dana,Corporate,United States,West,Arizona,Scottsdale,85254.0
KE-16420,Katrina Edelman,Corporate,United States,South,Tennessee,Bristol,37620.0
KF-16285,Karen Ferguson,Home Office,United States,West,California,Manteca,95336.0
KH-16330,Katharine Harms,Corporate,United States,South,Kentucky,Bowling Green,42104.0
KH-16360,Katherine Hughes,Consumer,United States,East,Pennsylvania,Philadelphia,19143.0
KH-16510,Keith Herrera,Consumer,United States,West,California,San Francisco,94110.0
KH-16630,Ken Heidel,Corporate,United States,Central,Texas,San Antonio,78207.0
KH-16690,Kristen Hastings,Corporate,United States,West,California,San Francisco,94110.0
KL-16555,Kelly Lampkin,Corporate,United States,West,Colorado,Colorado Springs,80906.0
KL-16645,Ken Lonsdale,Consumer,United States,Central,Illinois,Chicago,60610.0
KM-16225,Kalyca Meade,Corporate,United States,East,New York,New York City,10011.0
KM-16375,Katherine Murray,Home Office,United States,South,Virginia,Salem,24153.0
KM-16660,Khloe Miller,Consumer,United States,South,Georgia,Roswell,30076.0
KM-16720,Kunst Miller,Consumer,United States,West,California,Los Angeles,90004.0
KN-16390,Katherine Nockton,Corporate,United States,West,California,Los Angeles,90004.0
KN-16450,Kean Nguyen,Corporate,United States,South,Florida,Jacksonville,32216.0
KN-16705,Kristina Nunn,Home Office,United States,West,Colorado,Fort Collins,80525.0
KS-16300,Karen Seio,Corporate,United States,West,Utah,Lehi,84043.0
KT-16465,Kean Takahito,Consumer,United States,West,California,Los Angeles,90049.0
KT-16480,Kean Thornton,Consumer,United States,East,New York,Buffalo,14215.0
KW-16435,Katrina Willman,Consumer,United States,East,New York,New York City,10009.0
KW-16570,Kelly Williams,Consumer,United States,South,Tennessee,Clarksville,37042.0
LA-16780,Laura Armstrong,Corporate,United States,Central,Michigan,Taylor,48180.0
LB-16735,Larry Blacks,Consumer,United States,Central,Texas,Fort Worth,76106.0
LB-16795,Laurel Beltran,Home Office,United States,Central,Illinois,Highland Park,60035.0
LC-16870,Lena Cacioppo,Consumer,United States,West,Colorado,Aurora,80013.0
LC-16885,Lena Creighton,Consumer,United States,West,California,Roseville,95661.0
LC-16930,Linda Cazamias,Corporate,United States,Central,Illinois,Naperville,60540.0
LC-16960,Lindsay Castell,Home Office,United States,South,Virginia,Arlington,22204.0
LC-17050,Liz Carlisle,Consumer,United States,West,California,Mission Viejo,92691.0
LC-17140,Logan Currie,Consumer,United States,Central,Texas,Dallas,75220.0
LD-16855,Lela Donovan,Corporate,United States,Central,Illinois,Chicago,60653.0
LD-17005,Lisa DeCherney,Consumer,United States,West,California,San Francisco,94109.0
LE-16810,Laurel Elliston,Consumer,United States,West,California,Whittier,90604.0
LF-17185,Luke Foster,Consumer,United States,South,Florida,Miami,33180.0
LH-16750,Larry Hughes,Consumer,United States,South,North Carolina,Charlotte,28205.0
LH-16900,Lena Hernandez,Consumer,United States,East,Delaware,Dover,19901.0
LH-17020,Lisa Hazard,Consumer,United States,East,Ohio,Columbus,43229.0
LH-17155,Logan Haushalter,Consumer,United States,West,California,San Francisco,94109.0
LL-16840,Lauren Leatherbury,Consumer,United States,East,New York,Rochester,14609.0
LM-17065,Liz MacKendrick,Consumer,United States,East,Ohio,Springfield,45503.0
LO-17170,Lori Olson,Corporate,United States,West,California,La Quinta,92253.0
LP-17080,Liz Pelletier,Consumer,United States,West,California,San Francisco,94110.0
LP-17095,Liz Preis,Consumer,United States,South,Kentucky,Murray,42071.0
LR-16915,Lena Radford,Consumer,United States,West,California,San Diego,92024.0
LR-17035,Lisa Ryan,Corporate,United States,East,Pennsylvania,Philadelphia,19134.0
LS-16945,Linda Southworth,Corporate,United States,East,Pennsylvania,Philadelphia,19140.0
LS-16975,Lindsay Shagiari,Home Office,United States,West,California,Los Angeles,90004.0
LS-17200,Luke Schmidt,Corporate,United States,Central,Illinois,Skokie,60076.0
LS-17230,Lycoris Saunders,Consumer,United States,East,Delaware,Dover,19901.0
LS-17245,Lynn Smith,Consumer,United States,Central,Missouri,Gladstone,64118.0
LT-16765,Larry Tron,Consumer,United States,West,California,Escondido,92025.0
LT-17110,Liz Thompson,Consumer,United States,West,California,Lancaster,93534.0
LW-16825,Laurel Workman,Corporate,United States,South,Florida,Deltona,32725.0
LW-16990,Lindsay Williams,Corporate,United States,West,California,San Francisco,94110.0
LW-17125,Liz Willingham,Consumer,United States,East,Connecticut,Norwich,6360.0
LW-17215,Luke Weiss,Consumer,United States,West,California,Pasadena,91104.0
MA-17560,Matt Abelman,Home Office,United States,Central,Texas,Houston,77095.0
MA-17995,Michelle Arnett,Home Office,United States,East,New York,Watertown,13601.0
MB-17305,Maria Bertelson,Consumer,United States,East,Ohio,Akron,44312.0
MB-18085,Mick Brown,Consumer,United States,East,New Jersey,Vineland,8360.0
MC-17275,Marc Crier,Consumer,United States,South,Louisiana,Lafayette,70506.0
MC-17425,Mark Cousins,Corporate,United States,South,Alabama,Mobile,36608.0
MC-17575,Matt Collins,Consumer,United States,East,Ohio,Cincinnati,45231.0
MC-17590,Matt Collister,Corporate,United States,East,New Jersey,Perth Amboy,8861.0
MC-17605,Matt Connell,Corporate,United States,Central,Michigan,Detroit,48234.0
MC-17635,Matthew Clasen,Corporate,United States,Central,Missouri,Saint Louis,63116.0
MC-17845,Michael Chen,Consumer,United States,South,Mississippi,Jackson,39212.0
MC-18100,Mick Crebagga,Consumer,United States,Central,Texas,El Paso,79907.0
MC-18130,Mike Caudle,Corporate,United States,South,Louisiana,Monroe,71203.0
MD-17350,Maribeth Dona,Consumer,United States,South,Arkansas,Fayetteville,72701.0
MD-17860,Michael Dominguez,Corporate,United States,Central,Indiana,Indianapolis,46203.0
ME-17320,Maria Etezadi,Home Office,United States,South,Georgia,Columbus,31907.0
ME-17725,Max Engle,Consumer,United States,West,Colorado,Aurora,80013.0
ME-18010,Michelle Ellison,Corporate,United States,West,California,San Francisco,94122.0
MF-17665,Maureen Fritzler,Corporate,United States,East,Ohio,Toledo,43615.0
MF-18250,Monica Federle,Corporate,United States,West,California,Los Angeles,90036.0
MG-17650,Matthew Grinstein,Home Office,United States,East,Pennsylvania,Philadelphia,19143.0
MG-17680,Maureen Gastineau,Home Office,United States,East,Ohio,Newark,43055.0
MG-17695,Maureen Gnade,Consumer,United States,East,New York,Buffalo,14215.0
MG-17875,Michael Grace,Home Office,United States,East,New York,New York City,10011.0
MG-17890,Michael Granlund,Home Office,United States,East,Maryland,Clinton,20735.0
MG-18145,Mike Gockenbach,Consumer,United States,East,Pennsylvania,Philadelphia,19134.0
MG-18205,Mitch Gastineau,Corporate,United States,South,Florida,Jacksonville,32216.0
MH-17290,Marc Harrigan,Home Office,United States,West,California,Los Angeles,90036.0
MH-17440,Mark Haberlin,Corporate,United States,East,New York,New York City,10035.0
MH-17455,Mark Hamilton,Consumer,United States,South,North Carolina,Jacksonville,28540.0
MH-17620,Matt Hagelstein,Corporate,United States,West,California,San Francisco,94110.0
MH-17785,Maya Herman,Corporate,United States,East,New York,Lindenhurst,11757.0
MH-18025,Michelle Huthwaite,Consumer,United States,West,Washington,Seattle,98115.0
MH-18115,Mick Hernandez,Home Office,United States,East,Pennsylvania,Chester,19013.0
MJ-17740,Max Jones,Consumer,United States,West,Washington,Seattle,98115.0
MK-17905,Michael Kennedy,Corporate,United States,East,Connecticut,Manchester,6040.0
MK-18160,Mike Kennedy,Consumer,United States,South,Florida,Jacksonville,32216.0
ML-17395,Marina Lichtenstein,Corporate,United States,West,California,Los Angeles,90008.0
ML-17410,Maris LaWare,Consumer,United States,East,Connecticut,Fairfield,6824.0
ML-17755,Max Ludwig,Home Office,United States,South,Virginia,Suffolk,23434.0
ML-18040,Michelle Lonsdale,Corporate,United States,West,New Mexico,Albuquerque,87105.0
ML-18265,Muhammed Lee,Consumer,United States,West,Washington,Seattle,98103.0
MM-17260,Magdelene Morse,Consumer,United States,East,Delaware,Wilmington,19805.0
MM-17920,Michael Moore,Consumer,United States,West,California,San Francisco,94110.0
MM-18055,Michelle Moray,Consumer,United States,West,Washington,Seattle,98115.0
MM-18280,Muhammed MacIntyre,Corporate,United States,Central,Illinois,Quincy,62301.0
MN-17935,Michael Nguyen,Consumer,United States,Central,Texas,Dallas,75220.0
MO-17500,Mary O'Rourke,Consumer,United States,East,New York,New York City,10035.0
MO-17800,Meg O'Connel,Home Office,United States,East,New York,New York City,10009.0
MO-17950,Michael Oakman,Consumer,United States,Central,Texas,Dallas,75220.0
MP-17470,Mark Packer,Home Office,United States,East,New York,New York City,10035.0
MP-17965,Michael Paige,Corporate,United States,East,Massachusetts,Lawrence,1841.0
MP-18175,Mike Pelletier,Home Office,United States,West,California,Laguna Niguel,92677.0
MR-17545,Mathew Reese,Home Office,United States,East,Pennsylvania,Philadelphia,19140.0
MS-17365,Maribeth Schnelling,Consumer,United States,Central,Michigan,Detroit,48227.0
MS-17530,MaryBeth Skach,Consumer,United States,West,California,San Diego,92037.0
MS-17710,Maurice Satty,Consumer,United States,West,Arizona,Mesa,85204.0
MS-17770,Maxwell Schwartz,Consumer,United States,East,New York,New York City,10035.0
MS-17830,Melanie Seite,Consumer,United States,Central,Texas,Laredo,78041.0
MS-17980,Michael Stewart,Corporate,United States,Central,Texas,Dallas,75220.0
MT-17815,Meg Tillman,Consumer,United States,West,Arizona,Scottsdale,85254.0
MT-18070,Michelle Tran,Home Office,United States,West,California,Los Angeles,90045.0
MV-17485,Mark Van Huff,Consumer,United States,South,Virginia,Arlington,22204.0
MV-18190,Mike Vittorini,Consumer,United States,East,New York,New York City,10009.0
MW-18220,Mitch Webber,Consumer,United States,East,New York,New York City,10035.0
MW-18235,Mitch Willingham,Corporate,United States,South,Virginia,Virginia Beach,23464.0
MY-17380,Maribeth Yedwab,Corporate,United States,West,Colorado,Parker,80134.0
MY-18295,Muhammed Yedwab,Corporate,United States,Central,Texas,Grapevine,76051.0
MZ-17335,Maria Zettner,Home Office,United States,West,California,San Diego,92024.0
MZ-17515,Mary Zewe,Corporate,United States,West,California,Redlands,92374.0
NB-18580,Nicole Brennan,Corporate,United States,East,Pennsylvania,Philadelphia,19134.0
NB-18655,Nona Balk,Corporate,United States,Central,Texas,Dallas,75217.0
NC-18340,Nat Carroll,Consumer,United States,Central,Michigan,Lansing,48911.0
NC-18415,Nathan Cano,Consumer,United States,South,North Carolina,Jacksonville,28540.0
NC-18535,Nick Crebassa,Corporate,United States,Central,Texas,Dallas,75217.0
NC-18625,Noah Childs,Corporate,United States,West,Colorado,Aurora,80013.0
ND-18370,Natalie DeCherney,Consumer,United States,South,Kentucky,Louisville,40214.0
ND-18460,Neil Ducich,Corporate,United States,South,Georgia,Macon,31204.0
NF-18385,Natalie Fritzler,Consumer,United States,South,Mississippi,Jackson,39212.0
NF-18475,Neil Französisch,Home Office,United States,Central,Illinois,Rockford,61107.0
NF-18595,Nicole Fjeld,Home Office,United States,East,New York,New York City,10009.0
NG-18355,Nat Gilpin,Corporate,United States,East,New York,New York City,10011.0
NG-18430,Nathan Gelder,Consumer,United States,East,Ohio,Cincinnati,45231.0
NH-18610,Nicole Hansen,Corporate,United States,Central,Texas,Irving,75061.0
NK-18490,Neil Knudson,Home Office,United States,West,Washington,Seattle,98105.0
NL-18310,Nancy Lomonaco,Home Office,United States,West,California,Los Angeles,90045.0
NM-18445,Nathan Mautz,Home Office,United States,East,New York,New York City,10024.0
NM-18520,Neoma Murray,Consumer,United States,West,California,Riverside,92503.0
NP-18325,Naresj Patel,Consumer,United States,South,Virginia,Waynesboro,22980.0
NP-18670,Nora Paige,Consumer,United States,Central,Oklahoma,Edmond,73034.0
NP-18685,Nora Pelletier,Home Office,United States,East,New York,Niagara Falls,14304.0
NP-18700,Nora Preis,Consumer,United States,West,California,Fresno,93727.0
NR-18550,Nick Radford,Consumer,United States,Central,Illinois,Aurora,60505.0
NS-18505,Neola Schneider,Consumer,United States,Central,Texas,Dallas,75217.0
NS-18640,Noel Staavos,Corporate,United States,Central,Illinois,Chicago,60610.0
NW-18400,Natalie Webber,Consumer,United States,West,Oregon,Tigard,97224.0
NZ-18565,Nick Zandusky,Home Office,United States,East,Ohio,Columbus,43229.0
ON-18715,Odella Nelson,Corporate,United States,Central,Minnesota,Eagan,55122.0
OT-18730,Olvera Toch,Consumer,United States,West,California,Los Angeles,90045.0
PA-19060,Pete Armstrong,Home Office,United States,Central,Illinois,Orland Park,60462.0
PB-18805,Patrick Bzostek,Home Office,United States,West,Utah,Salt Lake City,84106.0
PB-19105,Peter Bühler,Consumer,United States,Central,Illinois,Evanston,60201.0
PB-19150,Philip Brown,Consumer,United States,West,California,Los Angeles,90004.0
PB-19210,Phillip Breyer,Corporate,United States,Central,Oklahoma,Tulsa,74133.0
PC-18745,Pamela Coakley,Corporate,United States,West,California,San Francisco,94122.0
PC-19000,Pauline Chand,Home Office,United States,West,California,Los Angeles,90004.0
PF-19120,Peter Fuller,Consumer,United States,West,Arizona,Gilbert,85234.0
PF-19165,Philip Fox,Consumer,United States,Central,Illinois,Bloomington,61701.0
PF-19225,Phillip Flathmann,Consumer,United States,West,California,San Francisco,94122.0
PG-18820,Patrick Gardner,Consumer,United States,West,California,San Francisco,94110.0
PG-18895,Paul Gonzalez,Consumer,United States,Central,Minnesota,Rochester,55901.0
PH-18790,Patricia Hirasaki,Home Office,United States,South,Florida,Lakeland,33801.0
PJ-18835,Patrick Jones,Corporate,United States,South,Tennessee,Murfreesboro,37130.0
PJ-19015,Pauline Johnson,Consumer,United States,West,California,Santa Ana,92704.0
PK-18910,Paul Knutson,Home Office,United States,East,Pennsylvania,Philadelphia,19143.0
PK-19075,Pete Kriz,Consumer,United States,Central,Wisconsin,Madison,53711.0
PL-18925,Paul Lucas,Home Office,United States,Central,Illinois,Chicago,60610.0
PM-18940,Paul MacIntyre,Consumer,United States,Central,Michigan,Jackson,49201.0
PM-19135,Peter McVee,Home Office,United States,Central,Michigan,Detroit,48227.0
PN-18775,Parhena Norris,Home Office,United States,East,New York,New York City,10009.0
PO-18850,Patrick O'Brill,Consumer,United States,East,Pennsylvania,Philadelphia,19143.0
PO-18865,Patrick O'Donnell,Consumer,United States,Central,Michigan,Westland,48185.0
PO-19180,Philisse Overcash,Home Office,United States,Central,Illinois,Chicago,60623.0
PO-19195,Phillina Ober,Home Office,United States,Central,Illinois,Naperville,60540.0
PP-18955,Paul Prost,Home Office,United States,South,Georgia,Smyrna,30080.0
PR-18880,Patrick Ryan,Consumer,United States,West,California,Oakland,94601.0
PS-18760,Pamela Stobb,Consumer,United States,West,California,Los Angeles,90008.0
PS-18970,Paul Stevenson,Home Office,United States,Central,Illinois,Chicago,60610.0
PS-19045,Penelope Sewall,Home Office,United States,South,North Carolina,Charlotte,28205.0
PT-19090,Pete Takahito,Consumer,United States,Central,Texas,Houston,77070.0
PV-18985,Paul Van Hugh,Home Office,United States,West,California,San Francisco,94122.0
PW-19030,Pauline Webber,Corporate,United States,South,Kentucky,Richmond,40475.0
PW-19240,Pierre Wener,Consumer,United States,West,Colorado,Louisville,80027.0
QJ-19255,Quincy Jones,Corporate,United States,Central,Minnesota,Saint Paul,55106.0
RA-19285,Ralph Arnett,Consumer,United States,East,New York,New York City,10035.0
RA-19885,Ruben Ausman,Corporate,United States,West,California,Los Angeles,90049.0
RA-19915,Russell Applegate,Consumer,United States,Central,Texas,Houston,77095.0
RA-19945,Ryan Akin,Consumer,United States,West,California,Murrieta,92563.0
RB-19330,Randy Bradley,Consumer,United States,East,Pennsylvania,Philadelphia,19143.0
RB-19360,Raymond Buch,Consumer,United States,East,New York,Auburn,13021.0
RB-19435,Richard Bierner,Consumer,United States,Central,Missouri,Saint Louis,63116.0
RB-19465,Rick Bensley,Home Office,United States,Central,Illinois,Chicago,60610.0
RB-19570,Rob Beeghly,Consumer,United States,Central,Indiana,Columbus,47201.0
RB-19645,Robert Barroso,Corporate,United States,West,Nevada,North Las Vegas,89031.0
RB-19705,Roger Barcio,Home Office,United States,West,Oregon,Portland,97206.0
RB-19795,Ross Baird,Home Office,United States,South,North Carolina,Gastonia,28052.0
RC-19825,Roy Collins,Consumer,United States,Central,Illinois,Chicago,60610.0
RC-19960,Ryan Crowe,Consumer,United States,East,Ohio,Columbus,43229.0
RD-19480,Rick Duston,Consumer,United States,West,Washington,Olympia,98502.0
RD-19585,Rob Dowd,Consumer,United States,South,Kentucky,Henderson,42420.0
RD-19660,Robert Dilbeck,Home Office,United States,Central,Missouri,Saint Peters,63376.0
RD-19720,Roger Demir,Consumer,United States,South,Florida,Daytona Beach,32114.0
RD-19810,Ross DeVincentis,Home Office,United States,West,California,Los Angeles,90045.0
RD-19900,Ruben Dartt,Consumer,United States,West,New Mexico,Carlsbad,88220.0
RD-19930,Russell D'Ascenzo,Consumer,United States,Central,Texas,Austin,78745.0
RE-19405,Ricardo Emerson,Consumer,United States,East,Ohio,Kent,44240.0
RE-19450,Richard Eichhorn,Consumer,United States,Central,Texas,Dallas,75081.0
RF-19345,Randy Ferguson,Corporate,United States,East,New Hampshire,Dover,3820.0
RF-19735,Roland Fjeld,Consumer,United States,Central,Michigan,Trenton,48183.0
RF-19840,Roy Französisch,Consumer,United States,East,New York,New York City,10024.0
RH-19495,Rick Hansen,Consumer,United States,Central,Minnesota,Rochester,55901.0
RH-19510,Rick Huthwaite,Home Office,United States,East,Rhode Island,Providence,2908.0
RH-19555,Ritsa Hightower,Consumer,United States,South,Florida,Tallahassee,32303.0
RH-19600,Rob Haberlin,Consumer,United States,South,Alabama,Huntsville,35810.0
RK-19300,Ralph Kennedy,Consumer,United States,East,Pennsylvania,Philadelphia,19140.0
RL-19615,Rob Lucas,Consumer,United States,South,Alabama,Montgomery,36116.0
RM-19375,Raymond Messe,Consumer,United States,Central,Texas,Houston,77095.0
RM-19675,Robert Marley,Home Office,United States,South,Louisiana,Monroe,71203.0
RM-19750,Roland Murray,Consumer,United States,East,New York,New York City,10011.0
RO-19780,Rose O'Brian,Consumer,United States,South,Tennessee,Memphis,38109.0
RP-19270,Rachel Payne,Corporate,United States,West,California,Riverside,92503.0
RP-19390,Resi Pölking,Consumer,United States,East,Ohio,Cleveland,44105.0
RP-19855,Roy Phan,Corporate,United States,Central,Wisconsin,Kenosha,53142.0
RR-19315,Ralph Ritter,Consumer,United States,West,California,San Francisco,94110.0
RR-19525,Rick Reed,Corporate,United States,East,Massachusetts,Lowell,1852.0
RS-19420,Ricardo Sperren,Corporate,United States,West,Washington,Seattle,98115.0
RS-19765,Roland Schwarz,Corporate,United States,East,New York,Mount Vernon,10550.0
RS-19870,Roy Skaria,Home Office,United States,Central,Iowa,Burlington,52601.0
RW-19540,Rick Wilson,Corporate,United States,West,Arizona,Mesa,85204.0
RW-19630,Rob Williams,Corporate,United States,Central,Texas,Dallas,75220.0
RW-19690,Robert Waldorf,Consumer,United States,South,North Carolina,Wilmington,28403.0
SA-20830,Sue Ann Reed,Consumer,United States,Central,Illinois,Chicago,60610.0
SB-20170,Sarah Bern,Consumer,United States,East,New York,New York City,10035.0
SB-20185,Sarah Brown,Consumer,United States,East,New Hampshire,Concord,3301.0
SB-20290,Sean Braxton,Corporate,United States,Central,Texas,Houston,77036.0
SC-20020,Sam Craven,Consumer,United States,Central,Texas,Plano,75023.0
SC-20050,Sample Company A,Home Office,United States,East,Connecticut,Norwich,6360.0
SC-20095,Sanjit Chand,Consumer,United States,West,California,Concord,94521.0
SC-20230,Scot Coram,Corporate,United States,Central,Texas,Arlington,76017.0
SC-20260,Scott Cohen,Corporate,United States,West,California,San Francisco,94122.0
SC-20305,Sean Christensen,Consumer,United States,Central,Michigan,Rochester Hills,48307.0
SC-20380,Shahid Collister,Consumer,United States,West,Washington,Seattle,98115.0
SC-20440,Shaun Chance,Corporate,United States,West,Colorado,Aurora,80013.0
SC-20575,Sonia Cooley,Consumer,United States,Central,Indiana,Mishawaka,46544.0
SC-20680,Steve Carroll,Home Office,United States,South,Georgia,Columbus,31907.0
SC-20695,Steve Chapman,Corporate,United States,South,Florida,Hialeah,33012.0
SC-20725,Steven Cartwright,Consumer,United States,East,Delaware,Wilmington,19805.0
SC-20770,Stewart Carmichael,Corporate,United States,South,Alabama,Decatur,35601.0
SC-20800,Stuart Calhoun,Consumer,United States,Central,Texas,Houston,77041.0
SC-20845,Sung Chung,Consumer,United States,Central,Illinois,Arlington Heights,60004.0
SD-20485,Shirley Daniels,Home Office,United States,East,New York,New Rochelle,10801.0
SE-20110,Sanjit Engle,Consumer,United States,East,New York,New York City,10009.0
SF-20065,Sandra Flanagan,Consumer,United States,East,Pennsylvania,Philadelphia,19140.0
SF-20200,Sarah Foster,Consumer,United States,West,Washington,Marysville,98270.0
SF-20965,Sylvia Foulston,Corporate,United States,Central,Michigan,Dearborn,48126.0
SG-20080,Sandra Glassco,Consumer,United States,Central,Missouri,Independence,64055.0
SG-20470,Sheri Gordon,Consumer,United States,East,New York,New York City,10011.0
SG-20605,Speros Goranitis,Consumer,United States,East,New York,New York City,10009.0
SG-20890,Susan Gilcrest,Corporate,United States,Central,Texas,Mcallen,78501.0
SH-19975,Sally Hughsby,Corporate,United States,West,California,San Francisco,94122.0
SH-20395,Shahid Hopkins,Consumer,United States,South,Virginia,Arlington,22204.0
SH-20635,Stefanie Holloman,Corporate,United States,South,Tennessee,Jackson,38301.0
SJ-20125,Sanjit Jacobs,Home Office,United States,East,New Jersey,New Brunswick,8901.0
SJ-20215,Sarah Jordon,Consumer,United States,Central,Texas,Grand Prairie,75051.0
SJ-20500,Shirley Jackson,Consumer,United States,Central,Texas,Houston,77036.0
SK-19990,Sally Knutson,Consumer,United States,East,Connecticut,Fairfield,6824.0
SL-20155,Sara Luxemburg,Home Office,United States,South,Florida,Jacksonville,32216.0
SM-20005,Sally Matthias,Consumer,United States,East,New York,New York City,10009.0
SM-20320,Sean Miller,Home Office,United States,South,North Carolina,Monroe,28110.0
SM-20905,Susan MacKendrick,Consumer,United States,East,Ohio,Newark,43055.0
